Provider,Total_Inpatient_Claims,Total_Outpatient_Claims,Total_Claims,Unique_Beneficiaries,Avg_Inpatient_Reimbursement,Avg_Outpatient_Reimbursement,Total_Inpatient_Reimbursement,Total_Outpatient_Reimbursement,Avg_Claim_Duration,Avg_Length_of_Stay,Inpatient_Outpatient_Ratio,Number_of_States_Served,Number_of_Counties_Served,PotentialFraud
PRV52941,0.0,43.0,43.0,39,0.0,324.4186046511628,0.0,13950.0,0.0,0.0,0.0,1,3,No
PRV52942,0.0,43.0,43.0,39,0.0,253.72093023255815,0.0,10910.0,0.0,0.0,0.0,1,3,No
PRV52943,0.0,35.0,35.0,33,0.0,193.14285714285714,0.0,6760.0,0.0,0.0,0.0,1,1,No
PRV52944,0.0,4.0,4.0,4,0.0,1030.0,0.0,4120.0,0.0,0.0,0.0,1,1,No
PRV52945,0.0,46.0,46.0,24,0.0,149.34782608695653,0.0,6870.0,0.0,0.0,0.0,1,1,No
PRV52948,0.0,106.0,106.0,47,0.0,238.8679245283019,0.0,25320.0,0.0,0.0,0.0,2,3,No
PRV52949,0.0,79.0,79.0,51,0.0,342.7848101265823,0.0,27080.0,0.0,0.0,0.0,1,1,No
PRV52950,0.0,116.0,116.0,64,0.0,291.63793103448273,0.0,33830.0,0.0,0.0,0.0,1,3,No
PRV52951,0.0,20.0,20.0,20,0.0,499.0,0.0,9980.0,0.0,0.0,0.0,1,1,No
PRV52952,0.0,1.0,1.0,1,0.0,600.0,0.0,600.0,0.0,0.0,0.0,1,1,No
PRV52953,0.0,85.0,85.0,61,0.0,277.4117647058824,0.0,23580.0,0.0,0.0,0.0,2,2,No
PRV52954,0.0,1.0,1.0,1,0.0,2100.0,0.0,2100.0,0.0,0.0,0.0,1,1,No
PRV52955,0.0,73.0,73.0,63,0.0,193.97260273972603,0.0,14160.0,0.0,0.0,0.0,2,2,No
PRV52956,0.0,18.0,18.0,9,0.0,117.22222222222223,0.0,2110.0,0.0,0.0,0.0,1,1,No
PRV52957,0.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,No
PRV52958,0.0,16.0,16.0,15,0.0,126.25,0.0,2020.0,0.0,0.0,0.0,1,3,No
PRV52961,0.0,5.0,5.0,5,0.0,64.0,0.0,320.0,0.0,0.0,0.0,1,3,No
PRV52962,0.0,14.0,14.0,9,0.0,251.42857142857142,0.0,3520.0,0.0,0.0,0.0,1,3,No
PRV52963,0.0,9.0,9.0,7,0.0,94.44444444444444,0.0,850.0,0.0,0.0,0.0,1,3,No
PRV52964,0.0,91.0,91.0,37,0.0,298.24175824175825,0.0,27140.0,0.0,0.0,0.0,1,4,No
PRV52966,0.0,3.0,3.0,3,0.0,236.66666666666666,0.0,710.0,0.0,0.0,0.0,1,1,No
PRV52970,1.0,0.0,1.0,1,4000.0,0.0,4000.0,0.0,3.0,3.0,1.0,1,1,No
PRV52971,3.0,0.0,3.0,3,5000.0,0.0,15000.0,0.0,4.0,4.0,3.0,1,1,No
PRV52972,17.0,0.0,17.0,14,12941.176470588236,0.0,220000.0,0.0,4.647058823529412,4.647058823529412,17.0,2,5,No
PRV52976,4.0,0.0,4.0,4,7250.0,0.0,29000.0,0.0,2.75,2.75,4.0,1,1,No
PRV52978,5.0,0.0,5.0,5,11800.0,0.0,59000.0,0.0,8.0,8.0,5.0,1,3,No
PRV52979,6.0,0.0,6.0,6,11333.333333333334,0.0,68000.0,0.0,3.8333333333333335,3.8333333333333335,6.0,1,3,No
PRV52980,0.0,601.0,601.0,229,0.0,237.3710482529118,0.0,142660.0,0.0,0.0,0.0,6,26,No
PRV52981,0.0,369.0,369.0,149,0.0,232.60162601626016,0.0,85830.0,0.0,0.0,0.0,3,12,No
PRV52982,0.0,643.0,643.0,231,0.0,336.2674961119751,0.0,216220.0,0.0,0.0,0.0,2,22,Yes
PRV52985,121.0,1282.0,1403.0,500,11247.933884297521,280.1248049921997,1361000.0,359120.0,5.768595041322314,5.768595041322314,0.09438377535101404,10,47,Yes
PRV52986,9.0,27.0,36.0,31,13777.777777777777,314.44444444444446,124000.0,8490.0,4.444444444444445,4.444444444444445,0.3333333333333333,2,11,No
PRV52988,0.0,312.0,312.0,124,0.0,243.81410256410257,0.0,76070.0,0.0,0.0,0.0,2,6,No
PRV52989,70.0,107.0,177.0,138,12285.714285714286,211.1214953271028,860000.0,22590.0,5.742857142857143,5.742857142857143,0.6542056074766355,8,38,Yes
PRV52990,22.0,57.0,79.0,55,8636.363636363636,318.5964912280702,190000.0,18160.0,4.045454545454546,4.045454545454546,0.38596491228070173,1,18,Yes
PRV52991,8.0,51.0,59.0,54,10875.0,332.7450980392157,87000.0,16970.0,6.125,6.125,0.1568627450980392,2,18,No
PRV52993,0.0,10.0,10.0,9,0.0,312.0,0.0,3120.0,0.0,0.0,0.0,2,5,No
PRV52996,0.0,37.0,37.0,30,0.0,311.0810810810811,0.0,11510.0,0.0,0.0,0.0,2,7,No
PRV52998,15.0,18.0,33.0,28,9820.0,216.11111111111111,147300.0,3890.0,5.466666666666667,5.466666666666667,0.8333333333333334,2,14,No
PRV52999,8.0,48.0,56.0,51,7125.0,337.7083333333333,57000.0,16210.0,8.75,8.75,0.16666666666666666,3,10,No
PRV53000,0.0,703.0,703.0,469,0.0,284.850640113798,0.0,200250.0,0.0,0.0,0.0,13,75,No
PRV53001,0.0,150.0,150.0,105,0.0,303.06666666666666,0.0,45460.0,0.0,0.0,0.0,1,5,No
PRV53002,0.0,397.0,397.0,134,0.0,292.29219143576825,0.0,116040.0,0.0,0.0,0.0,4,18,No
PRV53004,0.0,18.0,18.0,16,0.0,239.44444444444446,0.0,4310.0,0.0,0.0,0.0,1,7,No
PRV53005,16.0,34.0,50.0,37,10012.5,254.7058823529412,160200.0,8660.0,5.375,5.375,0.47058823529411764,3,12,Yes
PRV53007,37.0,59.0,96.0,68,10405.405405405405,263.3898305084746,385000.0,15540.0,4.702702702702703,4.702702702702703,0.6271186440677966,3,18,Yes
PRV53008,39.0,13.0,52.0,48,9000.0,200.0,351000.0,2600.0,5.564102564102564,5.564102564102564,3.0,2,12,Yes
PRV53009,5.0,32.0,37.0,23,6200.0,144.375,31000.0,4620.0,4.8,4.8,0.15625,2,7,No
PRV53013,0.0,4.0,4.0,4,0.0,1257.5,0.0,5030.0,0.0,0.0,0.0,1,2,No
PRV53014,0.0,8.0,8.0,8,0.0,147.5,0.0,1180.0,0.0,0.0,0.0,1,2,No
PRV53015,0.0,8.0,8.0,6,0.0,140.0,0.0,1120.0,0.0,0.0,0.0,1,5,No
PRV53016,0.0,31.0,31.0,18,0.0,545.1612903225806,0.0,16900.0,0.0,0.0,0.0,2,4,No
PRV53017,0.0,9.0,9.0,4,0.0,111.11111111111111,0.0,1000.0,0.0,0.0,0.0,1,1,No
PRV53018,0.0,41.0,41.0,22,0.0,274.6341463414634,0.0,11260.0,0.0,0.0,0.0,2,5,No
PRV53019,0.0,15.0,15.0,13,0.0,328.0,0.0,4920.0,0.0,0.0,0.0,2,3,No
PRV53020,0.0,2.0,2.0,2,0.0,2250.0,0.0,4500.0,0.0,0.0,0.0,1,1,No
PRV53021,18.0,10.0,28.0,21,11833.333333333334,395.0,213000.0,3950.0,6.0,6.0,1.8,2,5,Yes
PRV53024,2.0,24.0,26.0,19,5000.0,158.33333333333334,10000.0,3800.0,3.5,3.5,0.08333333333333333,1,6,No
PRV53025,0.0,50.0,50.0,19,0.0,189.2,0.0,9460.0,0.0,0.0,0.0,1,3,No
PRV53026,0.0,26.0,26.0,16,0.0,236.15384615384616,0.0,6140.0,0.0,0.0,0.0,1,6,No
PRV53027,0.0,5.0,5.0,3,0.0,100.0,0.0,500.0,0.0,0.0,0.0,1,3,No
PRV53028,0.0,3.0,3.0,3,0.0,100.0,0.0,300.0,0.0,0.0,0.0,1,3,No
PRV53029,4.0,12.0,16.0,11,9500.0,170.83333333333334,38000.0,2050.0,7.0,7.0,0.3333333333333333,1,4,No
PRV53031,0.0,6.0,6.0,6,0.0,231.66666666666666,0.0,1390.0,0.0,0.0,0.0,1,4,No
PRV53032,5.0,18.0,23.0,19,8800.0,239.44444444444446,44000.0,4310.0,6.6,6.6,0.2777777777777778,1,5,No
PRV53033,2.0,0.0,2.0,1,37500.0,0.0,75000.0,0.0,3.5,3.5,2.0,1,1,No
PRV53034,0.0,2.0,2.0,2,0.0,1700.0,0.0,3400.0,0.0,0.0,0.0,1,2,No
PRV53035,0.0,34.0,34.0,27,0.0,151.1764705882353,0.0,5140.0,0.0,0.0,0.0,2,3,No
PRV53036,0.0,122.0,122.0,69,0.0,324.0163934426229,0.0,39530.0,0.0,0.0,0.0,1,3,No
PRV53037,0.0,9.0,9.0,9,0.0,482.22222222222223,0.0,4340.0,0.0,0.0,0.0,2,6,No
PRV53038,0.0,24.0,24.0,7,0.0,554.5833333333334,0.0,13310.0,0.0,0.0,0.0,1,2,No
PRV53040,5.0,9.0,14.0,13,10200.0,88.88888888888889,51000.0,800.0,3.2,3.2,0.5555555555555556,2,6,No
PRV53042,0.0,39.0,39.0,36,0.0,258.71794871794873,0.0,10090.0,0.0,0.0,0.0,4,8,No
PRV53043,0.0,61.0,61.0,24,0.0,618.688524590164,0.0,37740.0,0.0,0.0,0.0,1,6,No
PRV53044,0.0,67.0,67.0,49,0.0,215.82089552238807,0.0,14460.0,0.0,0.0,0.0,1,19,No
PRV53045,0.0,216.0,216.0,78,0.0,290.4166666666667,0.0,62730.0,0.0,0.0,0.0,1,8,No
PRV53047,0.0,79.0,79.0,32,0.0,165.31645569620252,0.0,13060.0,0.0,0.0,0.0,2,5,No
PRV53048,0.0,7.0,7.0,6,0.0,802.8571428571429,0.0,5620.0,0.0,0.0,0.0,1,4,No
PRV53049,0.0,2.0,2.0,2,0.0,5.0,0.0,10.0,0.0,0.0,0.0,1,2,No
PRV53050,2.0,6.0,8.0,7,1500.0,121.66666666666667,3000.0,730.0,1.5,1.5,0.3333333333333333,1,4,No
PRV53052,1.0,8.0,9.0,8,4000.0,191.25,4000.0,1530.0,3.0,3.0,0.125,1,4,No
PRV53054,0.0,49.0,49.0,27,0.0,218.16326530612244,0.0,10690.0,0.0,0.0,0.0,1,4,No
PRV53055,0.0,80.0,80.0,28,0.0,282.125,0.0,22570.0,0.0,0.0,0.0,1,2,No
PRV53056,0.0,35.0,35.0,22,0.0,288.85714285714283,0.0,10110.0,0.0,0.0,0.0,2,5,No
PRV53057,0.0,53.0,53.0,29,0.0,389.4339622641509,0.0,20640.0,0.0,0.0,0.0,2,7,No
PRV53059,0.0,33.0,33.0,21,0.0,494.54545454545456,0.0,16320.0,0.0,0.0,0.0,1,8,No
PRV53061,1.0,0.0,1.0,1,9000.0,0.0,9000.0,0.0,1.0,1.0,1.0,1,1,No
PRV53062,0.0,4.0,4.0,4,0.0,47.5,0.0,190.0,0.0,0.0,0.0,1,1,No
PRV53063,2.0,2.0,4.0,4,3500.0,225.0,7000.0,450.0,2.0,2.0,1.0,1,2,No
PRV53064,0.0,35.0,35.0,28,0.0,189.71428571428572,0.0,6640.0,0.0,0.0,0.0,1,4,No
PRV53065,0.0,38.0,38.0,30,0.0,163.94736842105263,0.0,6230.0,0.0,0.0,0.0,1,3,No
PRV53066,0.0,7.0,7.0,5,0.0,174.28571428571428,0.0,1220.0,0.0,0.0,0.0,1,2,No
PRV53067,0.0,16.0,16.0,14,0.0,283.75,0.0,4540.0,0.0,0.0,0.0,1,6,No
PRV53069,0.0,11.0,11.0,9,0.0,239.0909090909091,0.0,2630.0,0.0,0.0,0.0,1,4,No
PRV53070,12.0,8.0,20.0,17,9250.0,66.25,111000.0,530.0,6.583333333333333,6.583333333333333,1.5,1,7,No
PRV53071,0.0,28.0,28.0,20,0.0,439.64285714285717,0.0,12310.0,0.0,0.0,0.0,2,5,No
PRV53072,0.0,18.0,18.0,18,0.0,277.22222222222223,0.0,4990.0,0.0,0.0,0.0,1,5,No
PRV53073,0.0,14.0,14.0,7,0.0,90.71428571428571,0.0,1270.0,0.0,0.0,0.0,1,4,No
PRV53074,0.0,178.0,178.0,66,0.0,275.0,0.0,48950.0,0.0,0.0,0.0,1,3,No
PRV53075,0.0,2.0,2.0,2,0.0,890.0,0.0,1780.0,0.0,0.0,0.0,1,1,No
PRV53076,0.0,105.0,105.0,47,0.0,293.7142857142857,0.0,30840.0,0.0,0.0,0.0,1,8,No
PRV53077,0.0,124.0,124.0,81,0.0,308.6290322580645,0.0,38270.0,0.0,0.0,0.0,2,2,No
PRV53078,0.0,45.0,45.0,37,0.0,241.77777777777777,0.0,10880.0,0.0,0.0,0.0,1,4,No
PRV53079,0.0,1.0,1.0,1,0.0,50.0,0.0,50.0,0.0,0.0,0.0,1,1,No
PRV53081,0.0,9.0,9.0,8,0.0,200.0,0.0,1800.0,0.0,0.0,0.0,1,1,No
PRV53083,0.0,1.0,1.0,1,0.0,10.0,0.0,10.0,0.0,0.0,0.0,1,1,No
PRV53084,0.0,1.0,1.0,1,0.0,100.0,0.0,100.0,0.0,0.0,0.0,1,1,No
PRV53085,0.0,2.0,2.0,2,0.0,320.0,0.0,640.0,0.0,0.0,0.0,1,1,No
PRV53086,0.0,4.0,4.0,4,0.0,265.0,0.0,1060.0,0.0,0.0,0.0,1,2,No
PRV53087,0.0,31.0,31.0,16,0.0,309.03225806451616,0.0,9580.0,0.0,0.0,0.0,1,1,No
PRV53090,0.0,179.0,179.0,71,0.0,328.7709497206704,0.0,58850.0,0.0,0.0,0.0,1,6,No
PRV53091,4.0,0.0,4.0,4,4750.0,0.0,19000.0,0.0,6.75,6.75,4.0,1,2,No
PRV53095,2.0,2.0,4.0,4,18000.0,50.0,36000.0,100.0,7.0,7.0,1.0,1,4,No
PRV53096,0.0,130.0,130.0,103,0.0,407.6923076923077,0.0,53000.0,0.0,0.0,0.0,3,18,No
PRV53099,0.0,2.0,2.0,2,0.0,110.0,0.0,220.0,0.0,0.0,0.0,2,2,No
PRV53100,5.0,125.0,130.0,74,10000.0,295.04,50000.0,36880.0,4.4,4.4,0.04,2,14,No
PRV53101,2.0,6.0,8.0,8,4500.0,68.33333333333333,9000.0,410.0,3.0,3.0,0.3333333333333333,2,4,No
PRV53102,0.0,19.0,19.0,16,0.0,311.05263157894734,0.0,5910.0,0.0,0.0,0.0,1,3,No
PRV53103,7.0,72.0,79.0,62,11000.0,158.88888888888889,77000.0,11440.0,4.714285714285714,4.714285714285714,0.09722222222222222,1,19,No
PRV53104,28.0,52.0,80.0,55,8553.57142857143,255.19230769230768,239500.0,13270.0,6.107142857142857,6.107142857142857,0.5384615384615384,2,21,No
PRV53106,4.0,40.0,44.0,28,4500.0,228.5,18000.0,9140.0,1.5,1.5,0.1,2,9,Yes
PRV53107,9.0,6.0,15.0,15,11444.444444444445,65.0,103000.0,390.0,6.555555555555555,6.555555555555555,1.5,1,6,No
PRV53108,5.0,43.0,48.0,37,10800.0,359.30232558139534,54000.0,15450.0,5.8,5.8,0.11627906976744186,1,9,No
PRV53109,3.0,25.0,28.0,22,5266.666666666667,259.6,15800.0,6490.0,3.0,3.0,0.12,2,10,No
PRV53110,1.0,29.0,30.0,21,15000.0,285.51724137931035,15000.0,8280.0,11.0,11.0,0.034482758620689655,3,8,No
PRV53111,7.0,26.0,33.0,29,8142.857142857143,451.9230769230769,57000.0,11750.0,4.714285714285714,4.714285714285714,0.2692307692307692,2,16,No
PRV53113,0.0,81.0,81.0,61,0.0,238.5185185185185,0.0,19320.0,0.0,0.0,0.0,2,14,No
PRV53114,14.0,15.0,29.0,22,19571.428571428572,6045.333333333333,274000.0,90680.0,7.142857142857143,7.142857142857143,0.9333333333333333,1,9,Yes
PRV53116,0.0,44.0,44.0,25,0.0,187.04545454545453,0.0,8230.0,0.0,0.0,0.0,2,9,No
PRV53117,18.0,233.0,251.0,167,7055.555555555556,379.2703862660944,127000.0,88370.0,6.611111111111111,6.611111111111111,0.07725321888412018,2,22,No
PRV53119,3.0,15.0,18.0,14,8000.0,160.66666666666666,24000.0,2410.0,13.333333333333334,13.333333333333334,0.2,1,5,Yes
PRV53120,10.0,55.0,65.0,59,10100.0,271.8181818181818,101000.0,14950.0,4.5,4.5,0.18181818181818182,4,26,No
PRV53121,48.0,531.0,579.0,279,8500.0,290.52730696798494,408000.0,154270.0,4.604166666666667,4.604166666666667,0.0903954802259887,2,20,Yes
PRV53122,0.0,24.0,24.0,18,0.0,336.25,0.0,8070.0,0.0,0.0,0.0,2,7,No
PRV53123,0.0,132.0,132.0,82,0.0,346.59090909090907,0.0,45750.0,0.0,0.0,0.0,5,25,No
PRV53124,20.0,45.0,65.0,53,8450.0,208.44444444444446,169000.0,9380.0,6.8,6.8,0.4444444444444444,1,10,No
PRV53125,0.0,2.0,2.0,2,0.0,250.0,0.0,500.0,0.0,0.0,0.0,1,1,No
PRV53126,0.0,34.0,34.0,25,0.0,347.6470588235294,0.0,11820.0,0.0,0.0,0.0,2,10,No
PRV53127,1.0,98.0,99.0,55,10000.0,201.3265306122449,10000.0,19730.0,7.0,7.0,0.01020408163265306,2,8,No
PRV53128,1.0,32.0,33.0,19,6000.0,569.375,6000.0,18220.0,2.0,2.0,0.03125,1,7,No
PRV53129,3.0,43.0,46.0,39,25000.0,175.58139534883722,75000.0,7550.0,12.666666666666666,12.666666666666666,0.06976744186046512,1,14,No
PRV53131,6.0,7.0,13.0,13,7833.333333333333,190.0,47000.0,1330.0,5.833333333333333,5.833333333333333,0.8571428571428571,2,10,No
PRV53133,0.0,159.0,159.0,106,0.0,293.45911949685535,0.0,46660.0,0.0,0.0,0.0,5,19,No
PRV53134,0.0,10.0,10.0,8,0.0,403.0,0.0,4030.0,0.0,0.0,0.0,2,4,No
PRV53135,7.0,0.0,7.0,6,9714.285714285714,0.0,68000.0,0.0,5.714285714285714,5.714285714285714,7.0,1,2,No
PRV53136,7.0,36.0,43.0,40,20857.14285714286,417.22222222222223,146000.0,15020.0,10.0,10.0,0.19444444444444445,3,13,Yes
PRV53137,0.0,30.0,30.0,23,0.0,296.6666666666667,0.0,8900.0,0.0,0.0,0.0,1,8,No
PRV53138,0.0,10.0,10.0,10,0.0,157.0,0.0,1570.0,0.0,0.0,0.0,2,5,No
PRV53139,0.0,9.0,9.0,7,0.0,86.66666666666667,0.0,780.0,0.0,0.0,0.0,1,2,No
PRV53140,0.0,21.0,21.0,19,0.0,103.80952380952381,0.0,2180.0,0.0,0.0,0.0,2,9,No
PRV53141,32.0,73.0,105.0,93,9781.25,270.13698630136986,313000.0,19720.0,5.25,5.25,0.4383561643835616,1,13,No
PRV53142,39.0,72.0,111.0,98,9666.666666666666,236.80555555555554,377000.0,17050.0,5.461538461538462,5.461538461538462,0.5416666666666666,7,42,Yes
PRV53143,4.0,8.0,12.0,7,16000.0,208.75,64000.0,1670.0,6.0,6.0,0.5,2,5,No
PRV53144,4.0,35.0,39.0,34,7575.0,176.0,30300.0,6160.0,8.75,8.75,0.11428571428571428,2,17,No
PRV53145,0.0,132.0,132.0,111,0.0,263.3333333333333,0.0,34760.0,0.0,0.0,0.0,1,16,No
PRV53147,0.0,18.0,18.0,16,0.0,375.55555555555554,0.0,6760.0,0.0,0.0,0.0,3,7,No
PRV53148,0.0,15.0,15.0,13,0.0,172.0,0.0,2580.0,0.0,0.0,0.0,1,7,No
PRV53149,0.0,61.0,61.0,21,0.0,243.60655737704917,0.0,14860.0,0.0,0.0,0.0,1,4,No
PRV53150,0.0,13.0,13.0,5,0.0,240.76923076923077,0.0,3130.0,0.0,0.0,0.0,1,3,No
PRV53151,0.0,25.0,25.0,19,0.0,254.4,0.0,6360.0,0.0,0.0,0.0,1,6,No
PRV53153,6.0,18.0,24.0,21,19333.333333333332,312.77777777777777,116000.0,5630.0,9.666666666666666,9.666666666666666,0.3333333333333333,1,6,No
PRV53154,0.0,52.0,52.0,15,0.0,455.1923076923077,0.0,23670.0,0.0,0.0,0.0,1,3,No
PRV53156,0.0,16.0,16.0,10,0.0,410.625,0.0,6570.0,0.0,0.0,0.0,1,3,No
PRV53157,0.0,2.0,2.0,2,0.0,1095.0,0.0,2190.0,0.0,0.0,0.0,1,1,No
PRV53158,0.0,7.0,7.0,7,0.0,101.42857142857143,0.0,710.0,0.0,0.0,0.0,1,3,No
PRV53159,2.0,25.0,27.0,10,16000.0,166.4,32000.0,4160.0,2.5,2.5,0.08,2,4,No
PRV53161,0.0,7.0,7.0,7,0.0,972.8571428571429,0.0,6810.0,0.0,0.0,0.0,1,5,No
PRV53162,0.0,5.0,5.0,5,0.0,270.0,0.0,1350.0,0.0,0.0,0.0,1,4,No
PRV53163,0.0,12.0,12.0,3,0.0,66.66666666666667,0.0,800.0,0.0,0.0,0.0,1,1,No
PRV53164,0.0,25.0,25.0,21,0.0,167.2,0.0,4180.0,0.0,0.0,0.0,1,7,No
PRV53166,1.0,22.0,23.0,21,5000.0,180.0,5000.0,3960.0,8.0,8.0,0.045454545454545456,1,5,No
PRV53167,0.0,3.0,3.0,3,0.0,590.0,0.0,1770.0,0.0,0.0,0.0,2,2,No
PRV53168,0.0,2.0,2.0,2,0.0,1035.0,0.0,2070.0,0.0,0.0,0.0,1,1,No
PRV53169,0.0,4.0,4.0,4,0.0,42.5,0.0,170.0,0.0,0.0,0.0,1,3,No
PRV53171,0.0,17.0,17.0,5,0.0,490.0,0.0,8330.0,0.0,0.0,0.0,1,3,No
PRV53172,0.0,3.0,3.0,3,0.0,816.6666666666666,0.0,2450.0,0.0,0.0,0.0,1,3,No
PRV53173,0.0,43.0,43.0,23,0.0,386.27906976744185,0.0,16610.0,0.0,0.0,0.0,2,6,No
PRV53174,0.0,5.0,5.0,4,0.0,52.0,0.0,260.0,0.0,0.0,0.0,1,4,No
PRV53175,0.0,9.0,9.0,9,0.0,78.88888888888889,0.0,710.0,0.0,0.0,0.0,1,6,No
PRV53176,0.0,34.0,34.0,13,0.0,176.47058823529412,0.0,6000.0,0.0,0.0,0.0,1,6,No
PRV53177,0.0,16.0,16.0,11,0.0,95.0,0.0,1520.0,0.0,0.0,0.0,1,2,No
PRV53178,0.0,7.0,7.0,5,0.0,104.28571428571429,0.0,730.0,0.0,0.0,0.0,1,3,No
PRV53179,2.0,26.0,28.0,27,7000.0,238.07692307692307,14000.0,6190.0,3.5,3.5,0.07692307692307693,1,3,No
PRV53180,0.0,5.0,5.0,4,0.0,602.0,0.0,3010.0,0.0,0.0,0.0,2,4,No
PRV53182,0.0,3.0,3.0,3,0.0,33.333333333333336,0.0,100.0,0.0,0.0,0.0,1,3,No
PRV53183,0.0,1.0,1.0,1,0.0,80.0,0.0,80.0,0.0,0.0,0.0,1,1,No
PRV53186,0.0,8.0,8.0,7,0.0,588.75,0.0,4710.0,0.0,0.0,0.0,1,3,No
PRV53187,0.0,4.0,4.0,4,0.0,45.0,0.0,180.0,0.0,0.0,0.0,2,3,No
PRV53188,0.0,10.0,10.0,8,0.0,122.0,0.0,1220.0,0.0,0.0,0.0,1,2,No
PRV53189,4.0,24.0,28.0,23,10500.0,459.5833333333333,42000.0,11030.0,3.25,3.25,0.16666666666666666,1,6,No
PRV53191,0.0,15.0,15.0,3,0.0,220.66666666666666,0.0,3310.0,0.0,0.0,0.0,2,2,No
PRV53192,0.0,149.0,149.0,51,0.0,272.5503355704698,0.0,40610.0,0.0,0.0,0.0,2,7,No
PRV53194,0.0,32.0,32.0,12,0.0,697.8125,0.0,22330.0,0.0,0.0,0.0,1,3,No
PRV53196,0.0,16.0,16.0,9,0.0,280.0,0.0,4480.0,0.0,0.0,0.0,1,2,No
PRV53197,0.0,4.0,4.0,4,0.0,125.0,0.0,500.0,0.0,0.0,0.0,1,2,No
PRV53198,0.0,6.0,6.0,5,0.0,41.666666666666664,0.0,250.0,0.0,0.0,0.0,1,3,No
PRV53201,0.0,13.0,13.0,8,0.0,1093.8461538461538,0.0,14220.0,0.0,0.0,0.0,1,2,No
PRV53202,0.0,11.0,11.0,8,0.0,60.90909090909091,0.0,670.0,0.0,0.0,0.0,2,3,No
PRV53203,0.0,7.0,7.0,5,0.0,60.0,0.0,420.0,0.0,0.0,0.0,1,3,No
PRV53204,0.0,7.0,7.0,6,0.0,431.42857142857144,0.0,3020.0,0.0,0.0,0.0,1,2,No
PRV53205,0.0,14.0,14.0,10,0.0,91.42857142857143,0.0,1280.0,0.0,0.0,0.0,2,4,No
PRV53206,0.0,3.0,3.0,2,0.0,190.0,0.0,570.0,0.0,0.0,0.0,1,2,No
PRV53207,0.0,10.0,10.0,7,0.0,50.0,0.0,500.0,0.0,0.0,0.0,1,3,No
PRV53208,4.0,19.0,23.0,17,13750.0,184.21052631578948,55000.0,3500.0,8.25,8.25,0.21052631578947367,1,4,Yes
PRV53210,3.0,29.0,32.0,30,7000.0,208.6206896551724,21000.0,6050.0,5.0,5.0,0.10344827586206896,2,8,No
PRV53211,0.0,4.0,4.0,3,0.0,865.0,0.0,3460.0,0.0,0.0,0.0,1,2,No
PRV53212,0.0,2.0,2.0,2,0.0,50.0,0.0,100.0,0.0,0.0,0.0,1,2,No
PRV53213,0.0,22.0,22.0,19,0.0,314.09090909090907,0.0,6910.0,0.0,0.0,0.0,1,4,No
PRV53214,0.0,18.0,18.0,14,0.0,237.77777777777777,0.0,4280.0,0.0,0.0,0.0,1,5,No
PRV53215,0.0,11.0,11.0,11,0.0,141.8181818181818,0.0,1560.0,0.0,0.0,0.0,1,3,No
PRV53216,0.0,115.0,115.0,46,0.0,182.0,0.0,20930.0,0.0,0.0,0.0,1,5,No
PRV53217,0.0,5.0,5.0,5,0.0,314.0,0.0,1570.0,0.0,0.0,0.0,1,4,No
PRV53218,0.0,13.0,13.0,9,0.0,213.84615384615384,0.0,2780.0,0.0,0.0,0.0,1,6,No
PRV53220,5.0,0.0,5.0,5,22000.0,0.0,110000.0,0.0,7.0,7.0,5.0,1,1,No
PRV53221,0.0,16.0,16.0,9,0.0,406.875,0.0,6510.0,0.0,0.0,0.0,1,1,No
PRV53222,0.0,45.0,45.0,24,0.0,239.33333333333334,0.0,10770.0,0.0,0.0,0.0,1,2,No
PRV53223,0.0,23.0,23.0,18,0.0,512.6086956521739,0.0,11790.0,0.0,0.0,0.0,1,1,No
PRV53224,0.0,12.0,12.0,12,0.0,140.0,0.0,1680.0,0.0,0.0,0.0,2,2,No
PRV53225,49.0,0.0,49.0,47,8475.510204081633,0.0,415300.0,0.0,5.918367346938775,5.918367346938775,49.0,2,6,No
PRV53226,19.0,0.0,19.0,19,7894.736842105263,0.0,150000.0,0.0,8.0,9.368421052631579,19.0,1,4,No
PRV53227,0.0,74.0,74.0,59,0.0,251.48648648648648,0.0,18610.0,0.0,0.0,0.0,1,4,No
PRV53228,0.0,1.0,1.0,1,0.0,600.0,0.0,600.0,0.0,0.0,0.0,1,1,No
PRV53229,0.0,139.0,139.0,65,0.0,214.67625899280574,0.0,29840.0,0.0,0.0,0.0,1,12,No
PRV53230,0.0,56.0,56.0,40,0.0,290.35714285714283,0.0,16260.0,0.0,0.0,0.0,1,2,No
PRV53232,0.0,64.0,64.0,28,0.0,395.3125,0.0,25300.0,0.0,0.0,0.0,1,4,No
PRV53233,13.0,0.0,13.0,12,7384.615384615385,0.0,96000.0,0.0,4.3076923076923075,4.3076923076923075,13.0,1,2,No
PRV53235,0.0,2.0,2.0,2,0.0,85.0,0.0,170.0,0.0,0.0,0.0,1,1,No
PRV53236,9.0,0.0,9.0,8,10666.666666666666,0.0,96000.0,0.0,5.444444444444445,5.444444444444445,9.0,1,2,No
PRV53237,0.0,8.0,8.0,7,0.0,153.75,0.0,1230.0,0.0,0.0,0.0,1,1,No
PRV53238,9.0,186.0,195.0,165,10888.888888888889,245.10752688172042,98000.0,45590.0,7.444444444444445,7.444444444444445,0.04838709677419355,3,16,No
