Provider,Total_Inpatient_Claims,Total_Outpatient_Claims,Total_Claims,Unique_Beneficiaries,Avg_Inpatient_Reimbursement,Avg_Outpatient_Reimbursement,Total_Inpatient_Reimbursement,Total_Outpatient_Reimbursement,Avg_Claim_Duration,Avg_Length_of_Stay,Inpatient_Outpatient_Ratio,Number_of_States_Served,Number_of_Counties_Served,AveragePatientAge,PercentageMalePatients,PercentageFemalePatients,AveragePartACoverage,AveragePartBCoverage,AlzheimerPatientPercentage,HeartFailurePatientPercentage,KidneyDiseasePatientPercentage,CancerPatientPercentage,COPDPatientPercentage,DepressionPatientPercentage,DiabetesPatientPercentage,IschemicHeartDiseasePercentage,OsteoporosisPatientPercentage,RheumatoidArthritisPatientPercentage,StrokePatientPercentage,AverageAnnualInpatientReimbursement,AverageAnnualOutpatientReimbursement,AverageAnnualInpatientDeductible,AverageAnnualOutpatientDeductible,AverageDeductiblePaidPerClaim,NumberOfUniqueDiagnosisCodes,NumberOfUniqueProcedureCodes,NumberOfUniqueAttendingPhysicians,NumberOfUniqueOperatingPhysicians,NumberOfUniqueOtherPhysicians,PotentialFraud
PRV52666,0.0,39.0,39.0,38,0.0,228.97435897435898,0.0,8930.0,0.0,0.0,0.0,3,7,73.57894736842105,28.947368421052634,71.05263157894737,12.0,11.68421052631579,39.473684210526315,60.526315789473685,26.31578947368421,21.052631578947366,23.684210526315788,52.63157894736842,78.94736842105263,78.94736842105263,39.473684210526315,26.31578947368421,2.631578947368421,2676.842105263158,2364.4736842105262,168.6315789473684,710.7894736842105,1.794871794871795,101.0,0.0,1,1.0,0.0,No
PRV52667,0.0,3.0,3.0,3,0.0,50.0,0.0,150.0,0.0,0.0,0.0,2,3,86.66666666666667,100.0,0.0,12.0,12.0,66.66666666666666,66.66666666666666,0.0,0.0,33.33333333333333,0.0,100.0,0.0,33.33333333333333,33.33333333333333,0.0,0.0,2313.3333333333335,0.0,716.6666666666666,0.0,8.0,0.0,3,0.0,0.0,No
PRV52668,0.0,7.0,7.0,6,0.0,264.2857142857143,0.0,1850.0,0.0,0.0,0.0,1,1,76.5,33.33333333333333,66.66666666666666,12.0,12.0,16.666666666666664,33.33333333333333,33.33333333333333,0.0,0.0,50.0,50.0,100.0,16.666666666666664,33.33333333333333,0.0,750.0,3905.0,178.0,908.3333333333334,0.0,18.0,0.0,2,0.0,2.0,No
PRV52669,0.0,1.0,1.0,1,0.0,300.0,0.0,300.0,0.0,0.0,0.0,1,1,87.0,0.0,100.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,10.0,0.0,1.0,0.0,1,0.0,1.0,No
PRV52670,0.0,13.0,13.0,13,0.0,58.46153846153846,0.0,760.0,0.0,0.0,0.0,1,6,72.23076923076923,53.84615384615385,46.15384615384615,12.0,12.0,15.384615384615385,53.84615384615385,23.076923076923077,7.6923076923076925,7.6923076923076925,38.46153846153847,46.15384615384615,69.23076923076923,38.46153846153847,15.384615384615385,7.6923076923076925,1384.6153846153845,1876.923076923077,246.46153846153845,420.7692307692308,7.6923076923076925,30.0,0.0,2,1.0,2.0,No
PRV52671,0.0,2.0,2.0,2,0.0,120.0,0.0,240.0,0.0,0.0,0.0,1,1,82.0,100.0,0.0,12.0,12.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,0.0,50.0,50.0,1500.0,2605.0,534.0,500.0,0.0,8.0,0.0,2,0.0,1.0,No
PRV52672,0.0,3.0,3.0,2,0.0,130.0,0.0,390.0,0.0,0.0,0.0,1,1,73.5,50.0,50.0,12.0,12.0,100.0,100.0,100.0,0.0,50.0,50.0,100.0,100.0,100.0,50.0,0.0,17705.0,900.0,3204.0,1110.0,0.0,7.0,0.0,1,0.0,1.0,No
PRV52673,0.0,87.0,87.0,52,0.0,223.79310344827587,0.0,19470.0,0.0,0.0,0.0,1,1,75.48076923076923,48.07692307692308,51.92307692307693,11.76923076923077,11.76923076923077,40.38461538461539,50.0,38.46153846153847,9.615384615384617,26.923076923076923,44.230769230769226,69.23076923076923,67.3076923076923,38.46153846153847,42.30769230769231,7.6923076923076925,5075.7692307692305,1536.7307692307693,661.6153846153846,439.4230769230769,5.977011494252873,171.0,0.0,1,1.0,1.0,No
PRV52674,0.0,3.0,3.0,3,0.0,243.33333333333334,0.0,730.0,0.0,0.0,0.0,1,1,76.33333333333333,66.66666666666666,33.33333333333333,12.0,12.0,33.33333333333333,100.0,33.33333333333333,33.33333333333333,33.33333333333333,0.0,66.66666666666666,66.66666666666666,33.33333333333333,33.33333333333333,0.0,2746.6666666666665,3123.3333333333335,712.0,800.0,0.0,5.0,0.0,1,1.0,1.0,No
PRV52676,0.0,39.0,39.0,34,0.0,251.28205128205127,0.0,9800.0,0.0,0.0,0.0,2,3,77.08823529411765,26.47058823529412,73.52941176470588,12.0,12.0,20.588235294117645,47.05882352941176,32.35294117647059,14.705882352941178,8.823529411764707,32.35294117647059,64.70588235294117,64.70588235294117,23.52941176470588,20.588235294117645,14.705882352941178,4242.058823529412,1190.5882352941176,376.94117647058823,329.70588235294116,1.0256410256410255,74.0,0.0,2,1.0,2.0,No
PRV52677,0.0,2.0,2.0,2,0.0,70.0,0.0,140.0,0.0,0.0,0.0,1,1,81.5,100.0,0.0,12.0,12.0,50.0,50.0,0.0,50.0,100.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,2045.0,0.0,680.0,0.0,3.0,0.0,1,0.0,1.0,No
PRV52678,0.0,74.0,74.0,51,0.0,336.8918918918919,0.0,24930.0,0.0,0.0,0.0,2,4,74.80392156862744,37.254901960784316,62.745098039215684,12.0,12.0,56.86274509803921,68.62745098039215,52.94117647058824,11.76470588235294,37.254901960784316,43.13725490196079,68.62745098039215,74.50980392156863,35.294117647058826,33.33333333333333,17.647058823529413,6942.549019607844,2898.0392156862745,628.2352941176471,682.156862745098,0.9459459459459459,170.0,0.0,19,8.0,9.0,No
PRV52679,0.0,53.0,53.0,36,0.0,303.77358490566036,0.0,16100.0,0.0,0.0,0.0,2,4,73.02777777777777,41.66666666666667,58.333333333333336,12.0,12.0,38.88888888888889,61.111111111111114,44.44444444444444,8.333333333333332,27.77777777777778,36.11111111111111,55.55555555555556,61.111111111111114,36.11111111111111,16.666666666666664,2.7777777777777777,1872.7777777777778,1858.3333333333333,237.33333333333334,505.27777777777777,0.9433962264150944,108.0,0.0,2,2.0,0.0,No
PRV52681,0.0,3.0,3.0,3,0.0,153.33333333333334,0.0,460.0,0.0,0.0,0.0,1,2,61.0,33.33333333333333,66.66666666666666,12.0,12.0,66.66666666666666,66.66666666666666,100.0,33.33333333333333,33.33333333333333,0.0,66.66666666666666,100.0,33.33333333333333,33.33333333333333,33.33333333333333,3700.0,1083.3333333333333,356.0,500.0,0.0,3.0,0.0,2,1.0,0.0,No
PRV52683,0.0,131.0,131.0,66,0.0,253.74045801526717,0.0,33240.0,0.0,0.0,0.0,2,8,74.28787878787878,45.45454545454545,54.54545454545454,12.0,11.818181818181818,30.303030303030305,54.54545454545454,30.303030303030305,13.636363636363635,25.757575757575758,39.39393939393939,59.09090909090909,66.66666666666666,33.33333333333333,28.78787878787879,4.545454545454546,3931.060606060606,1893.939393939394,363.57575757575756,512.5757575757576,1.6793893129770991,237.0,0.0,3,3.0,4.0,No
PRV52684,5.0,205.0,210.0,108,13200.0,312.390243902439,66000.0,64040.0,9.6,9.6,0.024390243902439025,2,10,73.44444444444444,39.81481481481482,60.18518518518518,11.99074074074074,11.944444444444445,35.18518518518518,48.148148148148145,36.11111111111111,13.88888888888889,22.22222222222222,31.48148148148148,62.03703703703704,68.51851851851852,29.629629629629626,28.703703703703702,10.185185185185185,3461.574074074074,1768.888888888889,450.51851851851853,518.9814814814815,28.38095238095238,376.0,4.0,3,3.0,2.0,No
PRV52686,0.0,9.0,9.0,8,0.0,124.44444444444444,0.0,1120.0,0.0,0.0,0.0,2,3,74.75,87.5,12.5,12.0,12.0,50.0,50.0,12.5,12.5,50.0,50.0,50.0,100.0,25.0,25.0,12.5,1250.0,2335.0,133.5,523.75,0.0,27.0,0.0,4,2.0,2.0,No
PRV52687,6.0,35.0,41.0,25,9333.333333333334,169.14285714285714,56000.0,5920.0,4.666666666666667,4.666666666666667,0.17142857142857143,1,3,72.04,44.0,56.00000000000001,12.0,12.0,24.0,64.0,44.0,16.0,16.0,40.0,64.0,52.0,16.0,36.0,8.0,5698.0,1332.0,726.24,525.6,156.29268292682926,119.0,5.0,18,5.0,10.0,No
PRV52688,6.0,53.0,59.0,30,16500.0,314.52830188679246,99000.0,16670.0,5.833333333333333,5.833333333333333,0.11320754716981132,2,4,74.23333333333333,36.666666666666664,63.33333333333333,11.6,12.0,50.0,60.0,33.33333333333333,6.666666666666667,33.33333333333333,43.333333333333336,63.33333333333333,76.66666666666667,46.666666666666664,16.666666666666664,16.666666666666664,4703.666666666667,1499.6666666666667,391.6,491.6666666666667,111.15254237288136,159.0,3.0,9,5.0,7.0,No
PRV52689,0.0,12.0,12.0,12,0.0,110.83333333333333,0.0,1330.0,0.0,0.0,0.0,2,2,76.08333333333333,25.0,75.0,12.0,12.0,16.666666666666664,58.333333333333336,50.0,25.0,41.66666666666667,33.33333333333333,58.333333333333336,75.0,16.666666666666664,33.33333333333333,0.0,4006.6666666666665,1512.5,534.0,446.6666666666667,8.333333333333334,22.0,0.0,7,2.0,4.0,No
PRV52690,0.0,117.0,117.0,37,0.0,448.8034188034188,0.0,52510.0,0.0,0.0,0.0,2,6,74.91891891891892,56.75675675675676,43.24324324324324,12.0,12.0,48.64864864864865,62.16216216216216,35.13513513513514,10.81081081081081,35.13513513513514,45.94594594594595,70.27027027027027,72.97297297297297,24.324324324324326,32.432432432432435,2.7027027027027026,5407.8378378378375,2902.162162162162,770.1621621621622,825.4054054054054,5.897435897435898,219.0,0.0,2,2.0,2.0,Yes
PRV52691,3.0,14.0,17.0,15,6666.666666666667,170.0,20000.0,2380.0,6.0,6.0,0.21428571428571427,1,5,73.13333333333334,33.33333333333333,66.66666666666666,12.0,12.0,40.0,60.0,40.0,6.666666666666667,33.33333333333333,53.333333333333336,80.0,93.33333333333333,26.666666666666668,20.0,6.666666666666667,6093.333333333333,1192.0,498.4,441.3333333333333,194.94117647058823,52.0,2.0,9,3.0,4.0,No
PRV52692,0.0,36.0,36.0,18,0.0,267.77777777777777,0.0,9640.0,0.0,0.0,0.0,2,6,69.44444444444444,50.0,50.0,12.0,12.0,44.44444444444444,61.111111111111114,38.88888888888889,11.11111111111111,33.33333333333333,38.88888888888889,61.111111111111114,88.88888888888889,33.33333333333333,16.666666666666664,0.0,1740.0,2362.777777777778,356.0,533.3333333333334,8.055555555555555,86.0,0.0,1,1.0,1.0,No
PRV52693,0.0,8.0,8.0,8,0.0,490.0,0.0,3920.0,0.0,0.0,0.0,1,2,70.625,37.5,62.5,12.0,12.0,50.0,50.0,50.0,0.0,62.5,37.5,50.0,75.0,50.0,12.5,0.0,9125.0,1452.5,400.5,550.0,0.0,19.0,0.0,5,2.0,1.0,No
PRV52694,0.0,2.0,2.0,2,0.0,55.0,0.0,110.0,0.0,0.0,0.0,1,1,64.0,50.0,50.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,50.0,0.0,0.0,1190.0,0.0,165.0,0.0,4.0,0.0,2,0.0,1.0,No
PRV52695,0.0,5.0,5.0,5,0.0,40.0,0.0,200.0,0.0,0.0,0.0,1,4,75.0,40.0,60.0,12.0,12.0,80.0,40.0,40.0,0.0,20.0,40.0,60.0,80.0,40.0,40.0,20.0,2480.0,1226.0,640.8,468.0,0.0,14.0,0.0,2,1.0,2.0,No
PRV52696,3.0,0.0,3.0,3,32000.0,0.0,96000.0,0.0,7.0,7.0,3.0,1,1,75.33333333333333,33.33333333333333,66.66666666666666,12.0,12.0,0.0,33.33333333333333,66.66666666666666,0.0,33.33333333333333,33.33333333333333,66.66666666666666,66.66666666666666,33.33333333333333,0.0,33.33333333333333,34463.333333333336,246.66666666666666,1424.0,146.66666666666666,1068.0,27.0,4.0,2,1.0,0.0,No
PRV52697,0.0,5.0,5.0,5,0.0,130.0,0.0,650.0,0.0,0.0,0.0,1,3,82.4,40.0,60.0,12.0,12.0,20.0,60.0,80.0,60.0,60.0,40.0,80.0,100.0,60.0,20.0,20.0,7778.0,5994.0,854.4,744.0,0.0,11.0,0.0,4,1.0,3.0,No
PRV52698,1.0,122.0,123.0,56,7000.0,285.0,7000.0,34770.0,2.0,2.0,0.00819672131147541,1,7,76.55357142857143,30.357142857142854,69.64285714285714,11.785714285714286,12.0,33.92857142857143,35.714285714285715,35.714285714285715,12.5,25.0,32.142857142857146,58.92857142857143,75.0,30.357142857142854,28.57142857142857,12.5,4677.857142857143,1619.8214285714287,457.7142857142857,445.5357142857143,12.585365853658537,241.0,2.0,4,3.0,2.0,No
PRV52699,1.0,11.0,12.0,11,9000.0,377.27272727272725,9000.0,4150.0,3.0,3.0,0.09090909090909091,1,8,71.0,27.27272727272727,72.72727272727273,12.0,12.0,45.45454545454545,72.72727272727273,54.54545454545454,18.181818181818183,27.27272727272727,54.54545454545454,63.63636363636363,54.54545454545454,45.45454545454545,45.45454545454545,0.0,1027.2727272727273,1782.7272727272727,194.1818181818182,700.9090909090909,89.0,37.0,0.0,8,1.0,4.0,No
PRV52700,0.0,30.0,30.0,16,0.0,410.0,0.0,12300.0,0.0,0.0,0.0,1,4,78.5625,50.0,50.0,12.0,12.0,43.75,18.75,31.25,18.75,12.5,25.0,68.75,62.5,12.5,18.75,12.5,3461.875,1453.75,267.0,390.0,3.3333333333333335,73.0,1.0,4,2.0,5.0,No
PRV52701,0.0,96.0,96.0,55,0.0,266.7708333333333,0.0,25610.0,0.0,0.0,0.0,1,4,72.03636363636363,41.81818181818181,58.18181818181818,12.0,12.0,49.09090909090909,50.90909090909091,40.0,14.545454545454545,25.454545454545453,43.63636363636363,67.27272727272727,65.45454545454545,23.636363636363637,36.36363636363637,9.090909090909092,4198.727272727273,2330.7272727272725,485.45454545454544,681.6363636363636,3.5416666666666665,184.0,0.0,3,2.0,1.0,No
PRV52702,0.0,28.0,28.0,24,0.0,241.07142857142858,0.0,6750.0,0.0,0.0,0.0,1,5,75.79166666666667,50.0,50.0,12.0,12.0,54.166666666666664,87.5,37.5,8.333333333333332,37.5,25.0,66.66666666666666,79.16666666666666,50.0,33.33333333333333,8.333333333333332,7084.166666666667,2264.5833333333335,623.0,638.3333333333334,1.4285714285714286,62.0,0.0,11,4.0,12.0,No
PRV52703,0.0,4.0,4.0,4,0.0,675.0,0.0,2700.0,0.0,0.0,0.0,2,3,80.75,75.0,25.0,12.0,12.0,25.0,75.0,25.0,0.0,25.0,0.0,75.0,75.0,0.0,25.0,25.0,1020.0,2125.0,267.0,622.5,47.5,11.0,0.0,4,0.0,3.0,No
PRV52704,0.0,159.0,159.0,73,0.0,325.72327044025155,0.0,51790.0,0.0,0.0,0.0,1,5,72.75342465753425,35.61643835616438,64.38356164383562,11.616438356164384,12.0,34.24657534246575,60.273972602739725,31.506849315068493,17.80821917808219,30.136986301369863,43.83561643835616,68.4931506849315,75.34246575342466,35.61643835616438,27.397260273972602,6.8493150684931505,5728.630136986301,1916.4383561643835,497.4246575342466,526.1643835616438,3.3333333333333335,270.0,0.0,2,2.0,1.0,No
PRV52706,2.0,24.0,26.0,25,12500.0,341.25,25000.0,8190.0,18.5,18.5,0.08333333333333333,3,6,74.48,48.0,52.0,12.0,12.0,48.0,68.0,48.0,8.0,28.000000000000004,32.0,76.0,68.0,20.0,24.0,8.0,5201.2,1677.2,512.64,634.0,82.15384615384616,60.0,3.0,16,6.0,6.0,No
PRV52708,5.0,26.0,31.0,12,6400.0,323.0769230769231,32000.0,8400.0,4.0,4.0,0.19230769230769232,1,3,74.5,41.66666666666667,58.333333333333336,12.0,11.0,50.0,41.66666666666667,33.33333333333333,16.666666666666664,33.33333333333333,16.666666666666664,75.0,66.66666666666666,41.66666666666667,33.33333333333333,8.333333333333332,3270.0,1732.5,534.0,492.5,174.51612903225808,89.0,2.0,10,6.0,5.0,No
PRV52709,0.0,13.0,13.0,4,0.0,170.76923076923077,0.0,2220.0,0.0,0.0,0.0,1,2,78.75,25.0,75.0,12.0,12.0,50.0,50.0,25.0,0.0,50.0,75.0,25.0,50.0,50.0,50.0,0.0,0.0,652.5,0.0,485.0,0.0,27.0,0.0,2,1.0,1.0,No
PRV52710,0.0,28.0,28.0,26,0.0,157.5,0.0,4410.0,0.0,0.0,0.0,2,4,69.15384615384616,42.30769230769231,57.692307692307686,12.0,11.923076923076923,30.76923076923077,46.15384615384615,30.76923076923077,11.538461538461538,19.230769230769234,30.76923076923077,57.692307692307686,80.76923076923077,38.46153846153847,19.230769230769234,19.230769230769234,5009.2307692307695,2470.0,534.0,856.9230769230769,0.35714285714285715,51.0,0.0,10,4.0,5.0,No
PRV52711,0.0,28.0,28.0,18,0.0,325.35714285714283,0.0,9110.0,0.0,0.0,0.0,2,7,67.16666666666667,55.55555555555556,44.44444444444444,12.0,11.333333333333334,44.44444444444444,33.33333333333333,33.33333333333333,11.11111111111111,33.33333333333333,27.77777777777778,61.111111111111114,83.33333333333334,50.0,22.22222222222222,5.555555555555555,5635.0,2067.777777777778,415.3333333333333,634.4444444444445,0.0,67.0,0.0,5,3.0,5.0,No
PRV52713,0.0,60.0,60.0,21,0.0,237.66666666666666,0.0,14260.0,0.0,0.0,0.0,1,6,72.19047619047619,52.38095238095239,47.61904761904761,12.0,12.0,42.857142857142854,52.38095238095239,23.809523809523807,4.761904761904762,19.047619047619047,52.38095238095239,61.904761904761905,66.66666666666666,28.57142857142857,42.857142857142854,4.761904761904762,5969.523809523809,1600.4761904761904,457.7142857142857,422.85714285714283,2.1666666666666665,103.0,0.0,2,1.0,2.0,No
PRV52714,0.0,5.0,5.0,5,0.0,142.0,0.0,710.0,0.0,0.0,0.0,3,3,65.6,40.0,60.0,12.0,12.0,40.0,60.0,40.0,20.0,60.0,20.0,100.0,80.0,40.0,40.0,0.0,2604.0,2522.0,640.8,988.0,0.0,9.0,0.0,4,1.0,2.0,No
PRV52715,0.0,3.0,3.0,3,0.0,66.66666666666667,0.0,200.0,0.0,0.0,0.0,1,1,77.33333333333333,0.0,100.0,12.0,12.0,0.0,33.33333333333333,33.33333333333333,33.33333333333333,0.0,66.66666666666666,66.66666666666666,100.0,66.66666666666666,66.66666666666666,33.33333333333333,7333.333333333333,1246.6666666666667,712.0,650.0,0.0,8.0,0.0,3,0.0,1.0,No
PRV52717,20.0,109.0,129.0,87,9250.0,239.72477064220183,185000.0,26130.0,5.2,5.2,0.1834862385321101,1,6,72.0,36.7816091954023,63.2183908045977,12.0,11.931034482758621,47.12643678160919,50.57471264367817,33.33333333333333,12.643678160919542,25.287356321839084,40.229885057471265,68.96551724137932,73.5632183908046,28.735632183908045,33.33333333333333,5.747126436781609,3144.712643678161,1298.16091954023,441.9310344827586,365.28735632183907,172.1705426356589,282.0,13.0,5,5.0,1.0,No
PRV52719,0.0,63.0,63.0,33,0.0,172.06349206349208,0.0,10840.0,0.0,0.0,0.0,2,2,74.0909090909091,45.45454545454545,54.54545454545454,12.0,12.0,33.33333333333333,42.42424242424242,30.303030303030305,3.0303030303030303,27.27272727272727,30.303030303030305,45.45454545454545,72.72727272727273,18.181818181818183,21.21212121212121,12.121212121212121,3233.030303030303,921.8181818181819,420.72727272727275,410.0,4.920634920634921,125.0,0.0,1,1.0,0.0,No
PRV52720,0.0,50.0,50.0,24,0.0,301.0,0.0,15050.0,0.0,0.0,0.0,2,5,74.70833333333333,45.83333333333333,54.166666666666664,12.0,12.0,41.66666666666667,45.83333333333333,29.166666666666668,4.166666666666666,41.66666666666667,50.0,54.166666666666664,75.0,41.66666666666667,37.5,16.666666666666664,4216.666666666667,1635.0,356.0,458.3333333333333,1.6,96.0,0.0,8,3.0,4.0,No
PRV52721,0.0,7.0,7.0,7,0.0,258.57142857142856,0.0,1810.0,0.0,0.0,0.0,2,4,72.85714285714286,57.14285714285714,42.857142857142854,12.0,12.0,28.57142857142857,71.42857142857143,42.857142857142854,0.0,42.857142857142854,57.14285714285714,71.42857142857143,85.71428571428571,28.57142857142857,42.857142857142854,14.285714285714285,3314.285714285714,2252.8571428571427,305.14285714285717,307.14285714285717,0.0,18.0,0.0,5,1.0,2.0,No
PRV52722,9.0,274.0,283.0,119,8444.444444444445,260.5109489051095,76000.0,71380.0,5.555555555555555,5.555555555555555,0.032846715328467155,2,8,74.84033613445378,40.33613445378151,59.66386554621849,11.899159663865547,11.899159663865547,31.932773109243694,47.05882352941176,34.45378151260504,7.563025210084033,22.689075630252102,42.857142857142854,59.66386554621849,68.90756302521008,26.89075630252101,21.008403361344538,7.563025210084033,3520.168067226891,1542.9411764705883,407.69747899159665,457.14285714285717,35.590106007067135,465.0,8.0,6,5.0,3.0,No
PRV52723,18.0,163.0,181.0,93,9388.888888888889,311.41104294478527,169000.0,50760.0,7.444444444444445,7.444444444444445,0.11042944785276074,1,6,73.3010752688172,39.784946236559136,60.215053763440864,11.870967741935484,12.0,39.784946236559136,60.215053763440864,47.31182795698925,10.75268817204301,34.40860215053764,36.55913978494624,63.44086021505376,78.49462365591397,26.881720430107524,37.634408602150536,7.526881720430108,3721.2903225806454,1882.3655913978494,436.38709677419354,507.5268817204301,107.42541436464089,383.0,11.0,4,4.0,5.0,No
PRV52724,0.0,24.0,24.0,17,0.0,210.0,0.0,5040.0,0.0,0.0,0.0,1,3,72.6470588235294,29.411764705882355,70.58823529411765,12.0,12.0,23.52941176470588,58.82352941176471,35.294117647058826,11.76470588235294,17.647058823529413,17.647058823529413,70.58823529411765,76.47058823529412,23.52941176470588,17.647058823529413,5.88235294117647,1825.2941176470588,1682.3529411764705,125.6470588235294,520.0,0.0,52.0,1.0,1,1.0,1.0,No
PRV52725,0.0,42.0,42.0,40,0.0,448.8095238095238,0.0,18850.0,0.0,0.0,0.0,1,2,73.625,42.5,57.49999999999999,11.7,12.0,42.5,60.0,42.5,22.5,35.0,27.500000000000004,72.5,77.5,35.0,30.0,5.0,2014.5,1818.0,347.1,445.25,2.619047619047619,90.0,0.0,1,1.0,1.0,No
PRV52726,0.0,2.0,2.0,2,0.0,190.0,0.0,380.0,0.0,0.0,0.0,1,1,79.5,50.0,50.0,12.0,12.0,50.0,50.0,50.0,0.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,1150.0,0.0,280.0,0.0,8.0,0.0,1,1.0,1.0,No
PRV52727,0.0,12.0,12.0,10,0.0,220.83333333333334,0.0,2650.0,0.0,0.0,0.0,1,3,79.6,20.0,80.0,12.0,12.0,30.0,70.0,30.0,0.0,20.0,40.0,60.0,80.0,30.0,20.0,10.0,450.0,3030.0,106.8,819.0,4.166666666666667,36.0,0.0,2,1.0,1.0,No
PRV52728,0.0,15.0,15.0,12,0.0,209.33333333333334,0.0,3140.0,0.0,0.0,0.0,1,5,69.41666666666667,25.0,75.0,12.0,12.0,25.0,41.66666666666667,33.33333333333333,16.666666666666664,25.0,33.33333333333333,75.0,66.66666666666666,33.33333333333333,41.66666666666667,25.0,3762.5,1596.6666666666667,712.0,480.8333333333333,0.0,20.0,0.0,6,1.0,2.0,No
PRV52729,0.0,2.0,2.0,2,0.0,250.0,0.0,500.0,0.0,0.0,0.0,1,2,82.0,0.0,100.0,12.0,12.0,50.0,50.0,50.0,0.0,50.0,50.0,50.0,100.0,100.0,50.0,0.0,2250.0,3225.0,534.0,1640.0,0.0,12.0,0.0,1,0.0,1.0,No
PRV52731,0.0,23.0,23.0,13,0.0,191.7391304347826,0.0,4410.0,0.0,0.0,0.0,2,6,74.15384615384616,30.76923076923077,69.23076923076923,12.0,11.076923076923077,46.15384615384615,53.84615384615385,23.076923076923077,0.0,38.46153846153847,46.15384615384615,38.46153846153847,69.23076923076923,46.15384615384615,46.15384615384615,7.6923076923076925,3011.5384615384614,1843.8461538461538,246.46153846153845,433.84615384615387,4.782608695652174,50.0,0.0,2,2.0,2.0,No
PRV52732,0.0,10.0,10.0,6,0.0,249.0,0.0,2490.0,0.0,0.0,0.0,1,2,72.5,50.0,50.0,12.0,12.0,50.0,66.66666666666666,50.0,33.33333333333333,33.33333333333333,16.666666666666664,83.33333333333334,66.66666666666666,50.0,16.666666666666664,0.0,11340.0,4190.0,1068.0,1168.3333333333333,0.0,25.0,0.0,1,0.0,1.0,No
PRV52733,0.0,1.0,1.0,1,0.0,30.0,0.0,30.0,0.0,0.0,0.0,1,1,76.0,100.0,0.0,12.0,12.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,1250.0,0.0,830.0,0.0,3.0,0.0,1,0.0,0.0,No
PRV52736,0.0,1.0,1.0,1,0.0,50.0,0.0,50.0,0.0,0.0,0.0,1,1,87.0,0.0,100.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,200.0,0.0,3.0,0.0,1,1.0,1.0,No
PRV52738,0.0,62.0,62.0,49,0.0,284.83870967741933,0.0,17660.0,0.0,0.0,0.0,2,3,73.40816326530613,51.02040816326531,48.97959183673469,12.0,12.0,24.489795918367346,59.183673469387756,46.93877551020408,18.367346938775512,28.57142857142857,36.734693877551024,75.51020408163265,75.51020408163265,40.816326530612244,28.57142857142857,18.367346938775512,4307.755102040816,1901.0204081632653,518.9387755102041,568.3673469387755,0.8064516129032258,132.0,0.0,1,1.0,1.0,No
PRV52739,0.0,53.0,53.0,39,0.0,215.0943396226415,0.0,11400.0,0.0,0.0,0.0,1,2,73.76923076923077,41.02564102564102,58.97435897435898,12.0,12.0,41.02564102564102,64.1025641025641,43.58974358974359,25.64102564102564,30.76923076923077,41.02564102564102,76.92307692307693,69.23076923076923,30.76923076923077,28.205128205128204,10.256410256410255,3903.076923076923,1861.7948717948718,465.53846153846155,545.6410256410256,6.037735849056604,126.0,0.0,2,1.0,1.0,No
PRV52740,0.0,34.0,34.0,18,0.0,185.58823529411765,0.0,6310.0,0.0,0.0,0.0,1,3,73.27777777777777,33.33333333333333,66.66666666666666,12.0,12.0,33.33333333333333,72.22222222222221,22.22222222222222,5.555555555555555,33.33333333333333,38.88888888888889,72.22222222222221,83.33333333333334,11.11111111111111,22.22222222222222,5.555555555555555,3333.3333333333335,1640.5555555555557,474.6666666666667,327.22222222222223,2.9411764705882355,64.0,0.0,2,1.0,2.0,No
PRV52741,0.0,2.0,2.0,2,0.0,40.0,0.0,80.0,0.0,0.0,0.0,1,2,71.5,0.0,100.0,12.0,12.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,2500.0,325.0,534.0,100.0,0.0,6.0,0.0,1,0.0,0.0,No
PRV52742,0.0,6.0,6.0,3,0.0,211.66666666666666,0.0,1270.0,0.0,0.0,0.0,1,1,76.33333333333333,0.0,100.0,12.0,12.0,66.66666666666666,33.33333333333333,33.33333333333333,33.33333333333333,0.0,33.33333333333333,66.66666666666666,33.33333333333333,33.33333333333333,0.0,66.66666666666666,0.0,463.3333333333333,0.0,120.0,0.0,21.0,0.0,4,0.0,2.0,No
PRV52743,0.0,6.0,6.0,6,0.0,345.0,0.0,2070.0,0.0,0.0,0.0,1,1,74.5,16.666666666666664,83.33333333333334,12.0,12.0,50.0,100.0,50.0,50.0,66.66666666666666,16.666666666666664,83.33333333333334,83.33333333333334,50.0,16.666666666666664,16.666666666666664,4083.3333333333335,2161.6666666666665,712.0,638.3333333333334,0.0,25.0,0.0,2,0.0,1.0,No
